,Rho,Cos,Ion Temperature,Minimum Energy
112,0.8080808080808082,-0.875,0.8231144830999744,874.7467308244661
113,0.8080808080808082,-0.625,0.8231144830999744,796.8563916365721
114,0.8080808080808082,-0.375,0.8231144830999744,648.2550940249562
115,0.8080808080808082,-0.125,0.8231144830999744,466.8075850044406
116,0.8080808080808082,0.125,0.8231144830999744,306.0360029935487
117,0.8080808080808082,0.375,0.8231144830999744,193.371351227592
118,0.8080808080808082,0.625,0.8231144830999744,108.53416232766774
119,0.8080808080808082,0.875,0.8231144830999744,56.87740571393118
120,0.8101010101010101,-0.875,0.8197038799033668,858.0045230018051
121,0.8101010101010101,-0.625,0.8197038799033668,781.7120803888694
122,0.8101010101010101,-0.375,0.8197038799033668,636.1628850383728
123,0.8101010101010101,-0.125,0.8197038799033668,458.3897542558594
124,0.8101010101010101,0.125,0.8197038799033668,300.76142162322526
125,0.8101010101010101,0.375,0.8197038799033668,190.18667815384825
126,0.8101010101010101,0.625,0.8197038799033668,106.77151340971358
127,0.8101010101010101,0.875,0.8197038799033668,55.93822113247602
128,0.8121212121212121,-0.875,0.8162867427364001,841.4300774166585
129,0.8121212121212121,-0.625,0.8162867427364001,766.716426786858
130,0.8121212121212121,-0.375,0.8162867427364001,624.1827080396378
131,0.8121212121212121,-0.125,0.8162867427364001,450.04141667195785
132,0.8121212121212121,0.125,0.8162867427364001,295.5233015841068
133,0.8121212121212121,0.375,0.8162867427364001,187.019816420927
134,0.8121212121212121,0.625,0.8162867427364001,105.01800735930675
135,0.8121212121212121,0.875,0.8162867427364001,55.00433964288431
136,0.8141414141414142,-0.875,0.8128641224476568,825.0216016844565
137,0.8141414141414142,-0.625,0.8128641224476568,751.8678619701326
138,0.8141414141414142,-0.375,0.8128641224476568,612.3134250229965
139,0.8141414141414142,-0.125,0.8128641224476568,441.76192034887106
140,0.8141414141414142,0.125,0.8128641224476568,290.3213375708866
141,0.8141414141414142,0.375,0.8128641224476568,183.87063042453406
142,0.8141414141414142,0.625,0.8128641224476568,103.27357660659592
143,0.8141414141414142,0.875,0.8128641224476568,54.075721700546445
144,0.8161616161616162,-0.875,0.809437164097606,808.7782613646602
145,0.8161616161616162,-0.625,0.809437164097606,737.1655334486617
146,0.8161616161616162,-0.375,0.809437164097606,600.554327272076
147,0.8161616161616162,-0.125,0.809437164097606,433.5507986419293
148,0.8161616161616162,0.125,0.809437164097606,285.1552659957793
149,0.8161616161616162,0.375,0.809437164097606,180.7389692021548
150,0.8161616161616162,0.625,0.809437164097606,101.53817780256125
151,0.8161616161616162,0.875,0.809437164097606,53.152491005628455
152,0.8181818181818182,-0.875,0.8060048994964077,792.6998904502789
153,0.8181818181818182,-0.625,0.8060048994964077,722.6094387809073
154,0.8181818181818182,-0.375,0.8060048994964077,588.9056330581608
155,0.8181818181818182,-0.125,0.8060048994964077,425.4084415669915
156,0.8181818181818182,0.125,0.8060048994964077,280.02550684610054
157,0.8181818181818182,0.375,0.8060048994964077,177.6251779988057
158,0.8181818181818182,0.625,0.8060048994964077,99.81199861463058
159,0.8181818181818182,0.875,0.8060048994964077,52.23467885984428
160,0.8202020202020203,-0.875,0.8025646242257374,776.7156182136871
161,0.8202020202020203,-0.625,0.8025646242257374,708.1354742099055
162,0.8202020202020203,-0.375,0.8025646242257374,577.3160731177791
163,0.8202020202020203,-0.125,0.8025646242257374,417.29900712508584
164,0.8202020202020203,0.125,0.8025646242257374,274.90944488939635
165,0.8202020202020203,0.375,0.8025646242257374,174.5154888600382
166,0.8202020202020203,0.625,0.8025646242257374,98.08737338528272
167,0.8202020202020203,0.875,0.8025646242257374,51.31812160492517
168,0.8222222222222223,-0.875,0.7991148317836209,760.9001103472749
169,0.8222222222222223,-0.625,0.7991148317836209,693.8113794853289
170,0.8222222222222223,-0.375,0.7991148317836209,565.8401657744505
171,0.8222222222222223,-0.125,0.7991148317836209,409.2609953620631
172,0.8222222222222223,0.125,0.7991148317836209,269.83165979541377
173,0.8222222222222223,0.375,0.7991148317836209,171.42501245051085
174,0.8222222222222223,0.625,0.7991148317836209,96.3727119248206
175,0.8222222222222223,0.875,0.7991148317836209,50.40727168419031
176,0.8242424242424243,-0.875,0.7956577283067385,745.2505130016091
177,0.8242424242424243,-0.625,0.7956577283067385,679.6346167485902
178,0.8242424242424243,-0.375,0.7956577283067385,554.475980497913
179,0.8242424242424243,-0.125,0.7956577283067385,401.2931792444479
180,0.8242424242424243,0.125,0.7956577283067385,264.7914673348969
181,0.8242424242424243,0.375,0.7956577283067385,168.35337401610474
182,0.8242424242424243,0.625,0.7956577283067385,94.66781259860475
183,0.8242424242424243,0.875,0.7956577283067385,49.50201921690873
184,0.8262626262626263,-0.875,0.7921959665878818,729.7637162406232
185,0.8262626262626263,-0.625,0.7921959665878818,665.6024131308926
186,0.8262626262626263,-0.375,0.7921959665878818,543.2213918225301
187,0.8262626262626263,-0.125,0.7921959665878818,393.3941867477553
188,0.8262626262626263,0.125,0.7921959665878818,259.78808470110346
189,0.8262626262626263,0.375,0.7921959665878818,165.3001346698863
190,0.8262626262626263,0.625,0.7921959665878818,92.97243749634903
191,0.8262626262626263,0.875,0.7921959665878818,48.602235476660596
192,0.8282828282828283,-0.875,0.7887289445246722,714.4365561577998
193,0.8282828282828283,-0.625,0.7887289445246722,651.7120771002062
194,0.8282828282828283,-0.375,0.7887289445246722,532.0746178284844
195,0.8282828282828283,-0.125,0.7887289445246722,385.563247727308
196,0.8282828282828283,0.125,0.7887289445246722,254.8214265360951
197,0.8282828282828283,0.375,0.7887289445246722,162.26548382428584
198,0.8282828282828283,0.625,0.7887289445246722,91.28674458189072
199,0.8282828282828283,0.875,0.7887289445246722,47.707998791315525
200,0.8303030303030303,-0.875,0.7852537168629065,699.1888333839397
201,0.8303030303030303,-0.625,0.7852537168629065,637.8913105806365
202,0.8303030303030303,-0.375,0.7852537168629065,520.9790446239831
203,0.8303030303030303,-0.125,0.7852537168629065,377.76263583091276
204,0.8303030303030303,0.125,0.7852537168629065,249.86942455906865
205,0.8303030303030303,0.375,0.7852537168629065,159.23713792431468
206,0.8303030303030303,0.625,0.7852537168629065,89.60424951365518
207,0.8303030303030303,0.875,0.7852537168629065,46.81587432414407
208,0.8323232323232324,-0.875,0.7817684467316713,684.1001033256518
209,0.8323232323232324,-0.625,0.7817684467316713,624.2120694409375
210,0.8323232323232324,-0.375,0.7817684467316713,509.9916210085816
211,0.8323232323232324,-0.125,0.7817684467316713,370.03112758952057
212,0.8323232323232324,0.125,0.7817684467316713,244.95551421398943
213,0.8323232323232324,0.375,0.7817684467316713,156.22864655395102
214,0.8323232323232324,0.625,0.7817684467316713,87.93224140146523
215,0.8323232323232324,0.875,0.7817684467316713,45.929712069183694
216,0.8343434343434344,-0.875,0.7782742797986055,669.1786014352277
217,0.8343434343434344,-0.625,0.7782742797986055,610.681600192482
218,0.8343434343434344,-0.375,0.7782742797986055,499.11757317938515
219,0.8343434343434344,-0.125,0.7782742797986055,362.37157304276013
220,0.8343434343434344,0.125,0.7782742797986055,240.08074884344322
221,0.8343434343434344,0.375,0.7782742797986055,153.24015019478142
222,0.8343434343434344,0.625,0.7782742797986055,86.27066215131191
223,0.8343434343434344,0.875,0.7782742797986055,45.04947701628733
224,0.8363636363636364,-0.875,0.7747727028147743,654.4223866794132
225,0.8363636363636364,-0.625,0.7747727028147743,597.2981958694438
226,0.8363636363636364,-0.375,0.7747727028147743,488.3556459649261
227,0.8363636363636364,-0.125,0.7747727028147743,354.7832318334889
228,0.8363636363636364,0.125,0.7747727028147743,235.24476527573805
229,0.8363636363636364,0.375,0.7747727028147743,150.27147937237544
230,0.8363636363636364,0.625,0.7747727028147743,84.61937603472654
231,0.8363636363636364,0.875,0.7747727028147743,44.17508051775968
232,0.8383838383838385,-0.875,0.7712637182006896,639.8308590851136
233,0.8383838383838385,-0.625,0.7712637182006896,584.0613726658349
234,0.8383838383838385,-0.375,0.7712637182006896,477.705582398005
235,0.8383838383838385,-0.125,0.7712637182006896,347.26608658696296
236,0.8383838383838385,0.125,0.7712637182006896,230.44767827024137
237,0.8383838383838385,0.375,0.7712637182006896,147.32276934599724
238,0.8383838383838385,0.625,0.7712637182006896,82.97845628607627
239,0.8383838383838385,0.875,0.7712637182006896,43.306552927205665
240,0.8404040404040405,-0.875,0.7677463932138403,625.3373747462347
241,0.8404040404040405,-0.625,0.7677463932138403,570.9106574930217
242,0.8404040404040405,-0.375,0.7677463932138403,467.11869476043705
243,0.8404040404040405,-0.125,0.7677463932138403,339.78572354835694
244,0.8404040404040405,0.125,0.7677463932138403,225.66746816122918
245,0.8404040404040405,0.375,0.7677463932138403,144.38043307832416
246,0.8404040404040405,0.625,0.7677463932138403,81.34039800905167
247,0.8404040404040405,0.875,0.7677463932138403,42.43994615219942
248,0.8424242424242424,-0.875,0.7642200699274436,611.0103178368357
249,0.8424242424242424,-0.625,0.7642200699274436,557.9082086336007
250,0.8424242424242424,-0.375,0.7642200699274436,456.64525982112553
251,0.8424242424242424,-0.125,0.7642200699274436,332.3779665852411
252,0.8424242424242424,0.125,0.7642200699274436,220.92727449963024
253,0.8424242424242424,0.375,0.7642200699274436,141.45885768338545
254,0.8424242424242424,0.625,0.7642200699274436,79.7132357656876
255,0.8424242424242424,0.875,0.7642200699274436,41.579496833042015
256,0.8444444444444444,-0.875,0.7606847363345964,596.8479166512894
257,0.8444444444444444,-0.625,0.7606847363345964,545.0526580051641
258,0.8444444444444444,-0.375,0.7606847363345964,446.28448017356425
259,0.8444444444444444,-0.125,0.7606847363345964,325.04255487738067
260,0.8444444444444444,0.125,0.7606847363345964,216.22714954691781
261,0.8444444444444444,0.375,0.7606847363345964,138.5581925300954
262,0.8444444444444444,0.625,0.7606847363345964,78.09705709828022
263,0.8444444444444444,0.875,0.7606847363345964,40.72524575537261
264,0.8464646464646465,-0.875,0.7571405041451371,582.8505843615183
265,0.8464646464646465,-0.625,0.7571405041451371,532.3442725165272
266,0.8464646464646465,-0.375,0.7571405041451371,436.0365410104153
267,0.8464646464646465,-0.125,0.7571405041451371,317.7796533150075
268,0.8464646464646465,0.125,0.7571405041451371,211.56723970750792
269,0.8464646464646465,0.375,0.7571405041451371,135.6785467404556
270,0.8464646464646465,0.625,0.7571405041451371,76.49193944577117
271,0.8464646464646465,0.875,0.7571405041451371,39.87722839011114
272,0.8484848484848485,-0.875,0.7535878289988861,569.0175488694301
273,0.8484848484848485,-0.625,0.7535878289988861,519.7823883034131
274,0.8484848484848485,-0.375,0.7535878289988861,425.901014607987
275,0.8484848484848485,-0.125,0.7535878289988861,310.5891014165659
276,0.8484848484848485,0.125,0.7535878289988861,206.94755399766728
277,0.8484848484848485,0.375,0.7535878289988861,132.81998374788617
278,0.8484848484848485,0.625,0.7535878289988861,74.89792928112372
279,0.8484848484848485,0.875,0.7535878289988861,39.03546402719361
280,0.8505050505050505,-0.875,0.7500273514612235,555.2859366711189
281,0.8505050505050505,-0.625,0.7500273514612235,507.3098970200034
282,0.8505050505050505,-0.375,0.7500273514612235,415.8317993400477
283,0.8505050505050505,-0.125,0.7500273514612235,303.4381555609372
284,0.8505050505050505,0.125,0.7500273514612235,202.34700771847764
285,0.8505050505050505,0.375,0.7500273514612235,129.96941203135364
286,0.8505050505050505,0.625,0.7500273514612235,73.3077172701032
287,0.8505050505050505,0.875,0.7500273514612235,38.19609910576756
288,0.8525252525252526,-0.875,0.7464591469611658,541.7186772910906
289,0.8525252525252526,-0.625,0.7464591469611658,494.9840567472008
290,0.8525252525252526,-0.375,0.7464591469611658,405.87533304360625
291,0.8525252525252526,-0.125,0.7464591469611658,296.36006354052796
292,0.8525252525252526,0.125,0.7464591469611658,197.78721122587427
293,0.8525252525252526,0.375,0.7464591469611658,127.14034989021236
294,0.8525252525252526,0.625,0.7464591469611658,71.72886675574513
295,0.8525252525252526,0.875,0.7464591469611658,37.3631134505553
296,0.8545454545454546,-0.875,0.7428821894993188,528.3160384145959
297,0.8545454545454546,-0.625,0.7428821894993188,482.80517626027654
298,0.8545454545454546,-0.375,0.7428821894993188,396.03200727627484
299,0.8545454545454546,-0.125,0.7428821894993188,289.3552808006435
300,0.8545454545454546,0.125,0.7428821894993188,193.2685970256241
301,0.8545454545454546,0.375,0.7428821894993188,124.33314045436995
302,0.8545454545454546,0.625,0.7428821894993188,70.16158138389963
303,0.8545454545454546,0.875,0.7428821894993188,36.53660803575481
304,0.8565656565656566,-0.875,0.7392955339563257,515.0781944636456
305,0.8565656565656566,-0.625,0.7392955339563257,470.77347925941757
306,0.8565656565656566,-0.375,0.7392955339563257,386.3021440187655
307,0.8565656565656566,-0.125,0.7392955339563257,282.42421237018567
308,0.8565656565656566,0.125,0.7392955339563257,188.79156471247853
309,0.8565656565656566,0.375,0.7392955339563257,121.54810649268994
310,0.8565656565656566,0.625,0.7392955339563257,68.60605351780397
311,0.8565656565656566,0.875,0.7392955339563257,35.71667784776951
312,0.8585858585858586,-0.875,0.7356998975472702,502.00415427542913
313,0.8585858585858586,-0.625,0.7356998975472702,458.888124043883
314,0.8585858585858586,-0.375,0.7356998975472702,376.6851907814
315,0.8585858585858586,-0.125,0.7356998975472702,275.5666238255198
316,0.8585858585858586,0.125,0.7356998975472702,184.35608672656926
317,0.8585858585858586,0.375,0.7356998975472702,118.78529628692964
318,0.8585858585858586,0.625,0.7356998975472702,67.06232070929174
319,0.8585858585858586,0.875,0.7356998975472702,34.90333719153202
320,0.8606060606060606,-0.875,0.7320967822283737,489.01589949986044
321,0.8606060606060606,-0.625,0.7320967822283737,447.0781600040687
322,0.8606060606060606,-0.375,0.7320967822283737,367.1236863531245
323,0.8606060606060606,-0.125,0.7320967822283737,268.7414679834091
324,0.8606060606060606,0.125,0.7320967822283737,179.93553528379667
325,0.8606060606060606,0.375,0.7320967822283737,116.02806002338765
326,0.8606060606060606,0.625,0.7320967822283737,65.52106724543788
327,0.8606060606060606,0.875,0.7320967822283737,34.09168625263447
328,0.8626262626262626,-0.875,0.7284866029128982,476.1895111287463
329,0.8626262626262626,-0.625,0.7284866029128982,435.41293990600803
330,0.8626262626262626,-0.375,0.7284866029128982,357.6741509564358
331,0.8626262626262626,-0.125,0.7284866029128982,261.98956434017083
332,0.8626262626262626,0.125,0.7284866029128982,175.556751809881
333,0.8626262626262626,0.375,0.7284866029128982,113.29338753851171
334,0.8626262626262626,0.625,0.7284866029128982,63.99184053816241
335,0.8626262626262626,0.875,0.7284866029128982,33.286739803933834
336,0.8646464646464647,-0.875,0.7248679232969324,463.5062918644203
337,0.8646464646464647,-0.625,0.7248679232969324,423.876184115076
338,0.8646464646464647,-0.375,0.7248679232969324,348.32503288553244
339,0.8646464646464647,-0.125,0.7248679232969324,255.30480817950166
340,0.8646464646464647,0.125,0.7248679232969324,171.217669797
341,0.8646464646464647,0.375,0.7248679232969324,110.5812059045907
342,0.8646464646464647,0.625,0.7248679232969324,62.474891610629435
343,0.8646464646464647,0.875,0.7248679232969324,32.48862308220734
344,0.8666666666666667,-0.875,0.7212394313976355,450.98436916013276
345,0.8666666666666667,-0.625,0.7212394313976355,412.4838409707094
346,0.8666666666666667,-0.375,0.7212394313976355,339.0880212251997
347,0.8666666666666667,-0.125,0.7212394313976355,248.6939193694829
348,0.8666666666666667,0.125,0.7212394313976355,166.92118660296882
349,0.8666666666666667,0.375,0.7212394313976355,107.8923652072229
350,0.8666666666666667,0.625,0.7212394313976355,60.9704886206278
351,0.8666666666666667,0.875,0.7212394313976355,31.697553573014822
352,0.8686868686868687,-0.875,0.7176018875648849,438.6280211649011
353,0.8686868686868687,-0.625,0.7176018875648849,401.23967744686246
354,0.8686868686868687,-0.375,0.7176018875648849,329.96589474070817
355,0.8686868686868687,-0.125,0.7176018875648849,242.15851925273554
356,0.8686868686868687,0.125,0.7176018875648849,162.66801608617777
357,0.8686868686868687,0.375,0.7176018875648849,105.2270780830977
358,0.8686868686868687,0.625,0.7176018875648849,59.47868030517213
359,0.8686868686868687,0.875,0.7176018875648849,30.91353003009319
360,0.8707070707070708,-0.875,0.713956895051303,426.3478155719056
361,0.8707070707070708,-0.625,0.713956895051303,390.06228110414656
362,0.8707070707070708,-0.375,0.713956895051303,320.89254476716576
363,0.8707070707070708,-0.125,0.713956895051303,235.6511612715732
364,0.8707070707070708,0.125,0.713956895051303,158.42719263726414
365,0.8707070707070708,0.375,0.713956895051303,102.56586997867214
366,0.8707070707070708,0.625,0.713956895051303,57.988523746187056
367,0.8707070707070708,0.875,0.713956895051303,30.130739960087944
368,0.8727272727272728,-0.875,0.7103048466394524,414.2339521724285
369,0.8727272727272728,-0.625,0.7103048466394524,379.03385525862404
370,0.8727272727272728,-0.375,0.7103048466394524,311.9349224901828
371,0.8727272727272728,-0.125,0.7103048466394524,229.22014354684478
372,0.8727272727272728,0.125,0.7103048466394524,154.2304257120093
373,0.8727272727272728,0.375,0.7103048466394524,99.92877821229757
374,0.8727272727272728,0.625,0.7103048466394524,56.511263475449375
375,0.8727272727272728,0.875,0.7103048466394524,29.355077011058114
376,0.8747474747474748,-0.875,0.7066443360986389,402.2869879848101
377,0.8747474747474748,-0.625,0.7066443360986389,368.1549762072395
378,0.8747474747474748,-0.375,0.7066443360986389,303.09364524572834
379,0.8747474747474748,-0.125,0.7066443360986389,222.86609596400785
380,0.8747474747474748,0.125,0.7066443360986389,150.0782755223076
381,0.8747474747474748,0.375,0.7066443360986389,97.31623749650535
382,0.8747474747474748,0.625,0.7066443360986389,55.04715667509571
383,0.8747474747474748,0.875,0.7066443360986389,28.586669064604372
384,0.8767676767676768,-0.875,0.7029741443413537,390.5073252330363
385,0.8767676767676768,-0.625,0.7029741443413537,357.4260788557104
386,0.8767676767676768,-0.375,0.7029741443413537,294.3692144426924
387,0.8767676767676768,-0.125,0.7029741443413537,216.5895639523924
388,0.8767676767676768,0.125,0.7029741443413537,145.97124651814755
389,0.8767676767676768,0.375,0.7029741443413537,94.72864745214069
390,0.8767676767676768,0.625,0.7029741443413537,53.596440902127526
391,0.8767676767676768,0.875,0.7029741443413537,27.8256336696339
392,0.8787878787878788,-0.875,0.6992949952844394,378.89427458236094
393,0.8787878787878788,-0.625,0.6992949952844394,346.8465990718872
394,0.8787878787878788,-0.375,0.6992949952844394,285.761308730273
395,0.8787878787878788,-0.125,0.6992949952844394,210.39048779313214
396,0.8787878787878788,0.125,0.6992949952844394,141.90943593179827
397,0.8787878787878788,0.375,0.6992949952844394,92.16614419593171
398,0.8787878787878788,0.625,0.6992949952844394,52.159204785122185
399,0.8787878787878788,0.875,0.6992949952844394,27.072010944414306
400,0.8808080808080808,-0.875,0.6956082892703508,367.4034170945206
401,0.8808080808080808,-0.625,0.6956082892703508,336.37609280654044
402,0.8808080808080808,-0.375,0.6956082892703508,277.23706926793176
403,0.8808080808080808,-0.125,0.6956082892703508,204.24526034860048
404,0.8808080808080808,0.125,0.6956082892703508,137.87741164032093
405,0.8808080808080808,0.375,0.6956082892703508,89.619002475119
406,0.8808080808080808,0.625,0.6956082892703508,50.72999432588802
407,0.8808080808080808,0.875,0.6956082892703508,26.3229413307274
408,0.8828282828282829,-0.875,0.6919143834858204,356.0798029375983
409,0.8828282828282829,-0.625,0.6919143834858204,326.05560378592764
410,0.8828282828282829,-0.375,0.6919143834858204,268.8299997175306
411,0.8828282828282829,-0.125,0.6919143834858204,198.17818479216032
412,0.8828282828282829,0.125,0.6919143834858204,133.89125255959223
413,0.8828282828282829,0.375,0.6919143834858204,87.09745779190959
414,0.8828282828282829,0.625,0.6919143834858204,49.314574196922926
415,0.8828282828282829,0.875,0.6919143834858204,25.58143660175196
416,0.8848484848484849,-0.875,0.688212278761277,344.92364945713985
417,0.8848484848484849,-0.625,0.688212278761277,315.88542529606156
418,0.8848484848484849,-0.375,0.688212278761277,260.5405122849021
419,0.8848484848484849,-0.125,0.688212278761277,192.18976420251144
420,0.8848484848484849,0.125,0.688212278761277,129.95145173140216
421,0.8848484848484849,0.375,0.688212278761277,84.60191316579025
422,0.8848484848484849,0.625,0.688212278761277,47.91318338332108
423,0.8848484848484849,0.875,0.688212278761277,24.847614628248298
424,0.8868686868686869,-0.875,0.6845011123715122,333.9347890509131
425,0.8868686868686869,-0.625,0.6845011123715122,305.8655451194364
426,0.8868686868686869,-0.375,0.6845011123715122,252.36881402251979
427,0.8868686868686869,-0.125,0.6845011123715122,186.28038929042052
428,0.8868686868686869,0.125,0.6845011123715122,126.05845284842492
429,0.8868686868686869,0.375,0.6845011123715122,82.13275463886046
430,0.8868686868686869,0.625,0.6845011123715122,46.52604950646459
431,0.8868686868686869,0.875,0.6845011123715122,24.12158725512602
432,0.888888888888889,-0.875,0.6807811599920391,323.11296683223145
433,0.888888888888889,-0.625,0.6807811599920391,295.9957962657876
434,0.888888888888889,-0.375,0.6807811599920391,244.31490981326465
435,0.888888888888889,-0.125,0.6807811599920391,180.4502403902661
436,0.888888888888889,0.125,0.6807811599920391,122.21251707914249
437,0.888888888888889,0.375,0.6807811599920391,79.69022783481691
438,0.888888888888889,0.625,0.6807811599920391,45.153323713764365
439,0.888888888888889,0.875,0.6807811599920391,23.403426562524107
440,0.8909090909090909,-0.875,0.6770530436619969,312.42303393341945
441,0.8909090909090909,-0.625,0.6770530436619969,286.24415723822216
442,0.8909090909090909,-0.375,0.6770530436619969,236.35274630901824
443,0.8909090909090909,-0.125,0.6770530436619969,174.68055177889704
